CRASH DATE,CRASH TIME,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,insights,data
3/9/2022,11:56,WEST 84 STREET,,,1,2,1,0,0,0,0,0,4514297,Station Wagon/Sport Utility Vehicle,,,,,
3/26/2022,14:41,70 STREET,12 AVENUE,,0,5,0,0,0,0,0,0,4513572,Station Wagon/Sport Utility Vehicle,,,,,
3/26/2022,18:00,39 AVENUE,BELL BOULEVARD,,0,9,0,0,0,0,0,0,4513591,Sedan,Sedan,,,,
3/26/2022,13:30,AVENUE U,,,0,4,0,0,0,0,0,0,4514011,Sedan,,,,,
3/26/2022,13:20,SAINT JOHNS AVENUE,TOMPKINS AVENUE,,1,5,0,0,0,0,1,0,4513701,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,
3/25/2022,21:35,,,231       EAST 117 STREET,0,7,0,0,0,0,0,0,4514155,Taxi,Sedan,,,,
3/23/2022,21:00,,,25-03     120 STREET,0,4,0,0,0,0,0,0,4514334,Sedan,,,,,
3/26/2022,12:00,,,39-34     51 STREET,0,6,0,0,0,0,0,0,4513548,Sedan,,,,,
3/26/2022,13:28,GRAHAM AVENUE,DEBEVOISE STREET,,1,5,0,0,0,0,1,0,4514046,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
3/26/2022,19:12,,,94-39     120 STREET,0,6,0,0,0,0,0,0,4513581,Station Wagon/Sport Utility Vehicle,Sedan,,,,
3/26/2022,21:29,WETHEROLE STREET,65 ROAD,,1,6,1,0,0,0,0,0,4513772,Bike,,,,,
3/25/2022,13:21,EAST 188 STREET,ARTHUR AVENUE,,1,3,0,0,0,0,1,0,4514221,Sedan,Sedan,,,,
3/22/2022,8:20,BURKE AVENUE,BRONX PARK EAST,,1,5,0,0,1,0,0,0,4514277,Sedan,Bike,,,,
3/26/2022,22:30,,,386       CLINTON AVENUE,0,6,0,0,0,0,0,0,4514166,Sedan,,,,,
3/26/2022,11:20,CONEY ISLAND AVENUE,,,1,7,0,0,0,0,1,0,4513691,Sedan,,,,,
3/26/2022,18:17,130 AVENUE,BROOKVILLE BOULEVARD,,0,3,0,0,0,0,0,0,4513782,Sedan,Station Wagon/Sport Utility Vehicle,,,,
3/14/2022,10:30,,,160-18    110 AVENUE,0,6,0,0,0,0,0,0,4514390,Station Wagon/Sport Utility Vehicle,,,,,
3/26/2022,1:30,CALAMUS AVENUE,72 STREET,,0,5,0,0,0,0,0,0,4514215,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,,
3/26/2022,3:23,,,2291      NEW ENGLAND THRUWAY,1,9,0,0,0,0,1,0,4513994,Box Truck,Sedan,,,,
3/26/2022,1:45,,,41        IRVING PLACE,0,0,0,0,0,0,0,0,4513503,Taxi,Station Wagon/Sport Utility Vehicle,,,,
3/5/2022,14:52,,,30        PALADINO AVENUE,0,2,0,0,0,0,0,0,4514151,Sedan,,,,,
3/26/2022,20:27,FULTON STREET,,,0,1,0,0,0,0,0,0,4513655,Sedan,E-Bike,,,,
3/26/2022,18:19,WEST 51 STREET,11 AVENUE,,0,2,0,0,0,0,0,0,4514070,Sedan,,,,,
3/26/2022,23:00,,,115-36    122 STREET,0,9,0,0,0,0,0,0,4513952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
3/26/2022,18:00,GEORGIA AVENUE,LIVONIA AVENUE,,0,3,0,0,0,0,0,0,4513827,Sedan,Sedan,,,,
3/23/2022,20:40,WEST STREET,,,0,10,0,0,0,0,0,0,4514285,Station Wagon/Sport Utility Vehicle,,,,,
4/24/2022,11:45,BELT PARKWAY,,,0,5,0,0,0,0,0,0,4521782,Sedan,,,,,
9/11/2021,12:01,,,3         EAST 31 STREET,0,4,0,0,0,0,0,0,4457012,Station Wagon/Sport Utility Vehicle,,,,,
9/10/2021,11:00,OCEAN PARKWAY,AVENUE M,,0,6,0,0,0,0,0,0,4457022,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,20:15,,,116       FRANKLIN STREET,0,5,0,0,0,0,0,0,4456987,Station Wagon/Sport Utility Vehicle,,,,,
9/9/2021,8:15,,,590       DEAN STREET,0,0,0,0,0,0,0,0,4456970,,,,,,
12/10/2021,23:07,BERGEN STREET,EASTERN PARKWAY,,0,9,0,0,0,0,0,0,4485574,Sedan,,,,,
12/10/2021,21:50,MAJOR DEEGAN EXPRESSWAY,,,0,3,0,0,0,0,0,0,4485894,Station Wagon/Sport Utility Vehicle,,,,,
11/27/2021,5:40,,,1100      EAST 58 STREET,0,5,0,0,0,0,0,0,4485637,Sedan,Station Wagon/Sport Utility Vehicle,,,,
12/9/2021,5:15,ROCKAWAY BOULEVARD,VANWYCK EXPRESSWAY,,1,4,0,0,0,0,1,0,4484930,Sedan,Sedan,,,,
12/8/2021,12:58,,,203       LINCOLN ROAD,0,5,0,0,0,0,0,0,4484996,Convertible,,,,,
12/8/2021,17:50,CROSS BRONX EXPY,,,0,5,0,0,0,0,0,0,4484861,Tractor Truck Diesel,Sedan,Pick-up Truck,,,
12/10/2021,4:30,,,30-27     87 STREET,0,3,0,0,0,0,0,0,4485177,Sedan,Station Wagon/Sport Utility Vehicle,,,,
12/10/2021,21:22,FRANKLIN AVENUE,,,1,1,1,0,0,0,0,0,4485316,Station Wagon/Sport Utility Vehicle,,,,,
12/10/2021,8:30,,,425       CLAREMONT PARKWAY,0,0,0,0,0,0,0,0,4485668,Ambulance,Sedan,,,,
12/10/2021,12:15,13 STREET,QUEENS PLAZA SOUTH,,0,9,0,0,0,0,0,0,4485385,Station Wagon/Sport Utility Vehicle,Tanker,,,,
12/8/2021,14:38,,,25        FLATBUSH AVENUE,0,6,0,0,0,0,0,0,4484892,Station Wagon/Sport Utility Vehicle,Sedan,,,,
12/3/2021,13:40,HUTCHINSON RIVER PARKWAY,,,0,1,0,0,0,0,0,0,4485246,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/10/2021,8:50,,,800       EAST 156 STREET,1,3,0,0,0,0,1,0,4485893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
12/9/2021,19:45,GLENWOOD ROAD,EAST 83 STREET,,0,8,0,0,0,0,0,0,4485586,Sedan,,,,,
12/10/2021,16:07,,,416       WEST 129 STREET,0,8,0,0,0,0,0,0,4485696,Sedan,AMBULANCE,,,,
12/8/2021,6:37,VERRAZANO BRIDGE UPPER,,,0,7,0,0,0,0,0,0,4485123,Sedan,Sedan,Sedan,Sedan,,
12/10/2021,21:20,,,204       EAST 84 STREET,0,4,0,0,0,0,0,0,4485914,Station Wagon/Sport Utility Vehicle,Taxi,,,,
12/10/2021,23:16,CHAMBERS STREET,,,0,3,0,0,0,0,0,0,4485304,Station Wagon/Sport Utility Vehicle,Sedan,,,,
12/9/2021,17:21,BROADWAY,,,2,9,0,0,0,0,2,0,4485055,Taxi,Sedan,,,,
12/9/2021,7:30,BOYNTON PLACE,WEST 7 STREET,,0,2,0,0,0,0,0,0,4485539,Sedan,,,,,
11/24/2021,23:58,BROADWAY,,,1,0,1,0,0,0,0,0,4485241,,,,,,
12/9/2021,17:00,,,140       WEST 58 STREET,1,4,0,0,1,0,0,0,4485153,Taxi,Bike,,,,
12/8/2021,8:15,OCEAN PARKWAY,18 AVENUE,,0,4,0,0,0,0,0,0,4484897,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
9/11/2021,2:20,BRONX RIVER PARKWAY,,,1,6,0,0,0,0,1,0,4456035,Pick-up Truck,Convertible,,,,
7/9/2021,12:00,ITTNER PLACE,,,0,10,0,0,0,0,0,0,4456704,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
9/11/2021,15:25,VERRAZANO BRIDGE UPPER,,,0,10,0,0,0,0,0,0,4456122,Sedan,Sedan,,,,
9/10/2021,14:50,BROOKLYN QUEENS EXPRESSWAY,,,0,2,0,0,0,0,0,0,4456919,Box Truck,,,,,
7/1/2021,17:45,BEACH CHANNEL DRIVE,HORTON AVENUE,,0,2,0,0,0,0,0,0,4456686,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/7/2021,13:45,LEROY STREET,BEDFORD STREET,,0,7,0,0,0,0,0,0,4456588,Station Wagon/Sport Utility Vehicle,,,,,
9/11/2021,12:00,,,80-25     165 STREET,0,4,0,0,0,0,0,0,4456879,Station Wagon/Sport Utility Vehicle,,,,,
7/7/2021,17:30,BRUCKNER EXPRESSWAY,,,0,5,0,0,0,0,0,0,4456573,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,2:55,135 PLACE,133 AVENUE,,0,7,0,0,0,0,0,0,4455749,Sedan,Sedan,,,,
9/11/2021,17:15,,,694       FOREST AVENUE,1,0,1,0,0,0,0,0,4456087,Sedan,,,,,
9/3/2021,17:14,CLINTON STREET,DE GRAW STREET,,0,10,0,0,0,0,0,0,4456941,Station Wagon/Sport Utility Vehicle,DL,,,,
7/8/2021,12:30,FDR DRIVE,,,0,1,0,0,0,0,0,0,4456691,Taxi,Pick-up Truck,,,,
8/23/2021,11:50,7 AVENUE,,,1,5,1,0,0,0,0,0,4456765,Station Wagon/Sport Utility Vehicle,,,,,
9/11/2021,21:34,BOSTON ROAD,FENTON AVENUE,,0,1,0,0,0,0,0,0,4456435,Sedan,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,11:30,,,87-46     52 AVENUE,0,5,0,0,0,0,0,0,4456181,Sedan,Sedan,,,,
9/6/2021,10:34,21 STREET,33 ROAD,,1,2,0,0,0,0,1,0,4456550,Sedan,Sedan,,,,
7/8/2021,15:56,BELT PARKWAY,,,1,10,0,0,0,0,1,0,4456615,Sedan,Sedan,,,,
7/7/2021,23:06,HENRY HUDSON PARKWAY,,,0,5,0,0,0,0,0,0,4456647,Sedan,,,,,
9/11/2021,6:51,GREENE AVENUE,,,0,5,0,0,0,0,0,0,4455820,Sedan,Sedan,,,,
9/7/2021,12:30,SAINT NICHOLAS AVENUE,,,1,3,1,0,0,0,0,0,4456845,Sedan,,,,,
9/11/2021,4:10,WEST 181 STREET,FORT WASHINGTON AVENUE,,0,10,0,0,0,0,0,0,4456191,Station Wagon/Sport Utility Vehicle,Sedan,,,,
7/8/2021,9:25,BUSHWICK AVENUE,,,0,3,0,0,0,0,0,0,4456586,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,6:40,LIBERTY AVENUE,,,0,3,0,0,0,0,0,0,4456718,Sedan,Sedan,,,,
9/11/2021,17:35,,,137-65    QUEENS BOULEVARD,0,4,0,0,0,0,0,0,4456821,Sedan,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,17:17,ROME AVENUE,UPTON STREET,,1,10,0,0,0,0,1,0,4456608,Sedan,Sedan,,,,
9/10/2021,3:00,VAN WYCK EXPWY,,,1,9,0,0,0,0,1,0,4456531,Station Wagon/Sport Utility Vehicle,,,,,
9/11/2021,5:59,EAST 167 STREET,BRYANT AVENUE,,0,8,0,0,0,0,0,0,4455832,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
9/9/2021,11:39,CLAWSON STREET,PRINCETON AVENUE,,1,1,0,0,0,0,1,0,4456735,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/13/2021,17:30,33 st,31ave,,0,1,0,0,0,0,0,0,4408019,Sedan,Sedan,,,,
9/11/2021,17:40,12 AVENUE,71 STREET,,0,9,0,0,0,0,0,0,4456734,Sedan,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,22:15,BELT PARKWAY,,,0,5,0,0,0,0,0,0,4455983,Sedan,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,7:15,FULTON STREET,SCHENCK AVENUE,,0,3,0,0,0,0,0,0,4456323,Sedan,,,,,
9/10/2021,17:00,74 STREET,37 AVENUE,,0,4,0,0,0,0,0,0,4456889,Sedan,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,11:33,,,1222      EAST 83 STREET,0,3,0,0,0,0,0,0,4456679,Sedan,Sedan,,,,
9/11/2021,21:48,SUTPHIN BOULEVARD,,,0,5,0,0,0,0,0,0,4456373,Station Wagon/Sport Utility Vehicle,Sedan,,,,
3/26/2022,10:30,BRIGHTON BEACH AVENUE,,,0,10,0,0,0,0,0,0,4513885,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,19:00,WEST 120 STREET,,,1,8,0,0,1,0,0,0,4456758,Taxi,Bike,,,,
9/11/2021,22:23,OGDEN AVENUE,WEST 164 STREET,,0,1,0,0,0,0,0,0,4456498,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,15:00,222 STREET,93 ROAD,,1,6,1,0,0,0,0,0,4455941,Sedan,,,,,
9/10/2021,10:20,ATLANTIC AVENUE,111 STREET,,2,6,0,0,0,0,2,0,4456778,Sedan,Sedan,,,,
9/11/2021,0:00,HALLECK STREET,VIELE AVENUE,,0,7,0,0,0,0,0,0,4455883,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/6/2021,15:01,BRONX BOULEVARD,EAST GUN HILL ROAD,,0,4,0,0,0,0,0,0,4456627,Station Wagon/Sport Utility Vehicle,,,,,
7/9/2021,4:00,GRAND CENTRAL PKWY,,,0,10,0,0,0,0,0,0,4456640,Sedan,Sedan,,,,
9/10/2021,8:45,,,940       ROCKAWAY AVENUE,0,8,0,0,0,0,0,0,4456812,Sedan,Bus,,,,
9/11/2021,11:51,CROSS BRONX EXPY,,,1,5,0,0,0,0,1,0,4455924,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,18:50,BRUCKNER BOULEVARD,TIFFANY STREET,,1,10,0,0,0,0,1,0,4455894,Station Wagon/Sport Utility Vehicle,Refrigerated Van,,,,
7/2/2021,7:10,MAJOR DEEGAN EXPRESSWAY,,,1,1,0,0,0,0,1,0,4456596,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/6/2021,13:26,,,1466      MANOR ROAD,0,10,0,0,0,0,0,0,4456742,Sedan,,,,,
9/11/2021,5:30,21 STREET,41 AVENUE,,1,2,0,0,0,0,1,0,4455969,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,12:55,,,101       PRINCE STREET,1,3,0,0,1,0,0,0,4455841,Station Wagon/Sport Utility Vehicle,Bike,,,,
9/11/2021,14:00,CROSS BRONX EXPY RAMP,,,2,7,0,0,0,0,2,0,4456497,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/9/2021,12:30,WEST 147 STREET,,,0,8,0,0,0,0,0,0,4456711,Box Truck,Sedan,,,,
9/11/2021,13:00,FULTON STREET,,,1,0,0,0,0,0,0,0,4456154,Sedan,E-Scooter,,,,
9/11/2021,15:00,TILDEN AVENUE,EAST 51 STREET,,0,0,0,0,0,0,0,0,4456204,Sedan,Sedan,,,,
7/8/2021,15:30,ROCKAWAY PARKWAY,FLATLANDS AVENUE,,1,9,1,0,0,0,0,0,4456683,Sedan,,,,,
7/9/2021,11:15,JEFFERSON AVENUE,,,0,4,0,0,0,0,0,0,4456696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/2/2021,10:45,TARGEE STREET,,,1,2,0,0,0,0,1,0,4456521,Sedan,Sedan,,,,
9/7/2021,17:35,,,1065      NOSTRAND AVENUE,1,8,0,0,0,0,1,0,4456865,Flat Bed,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
9/11/2021,19:08,NEVINS STREET,BUTLER STREET,,0,7,0,0,0,0,0,0,4456389,Taxi,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,10:25,1 AVENUE,EAST 93 STREET,,0,5,0,0,0,0,0,0,4456512,Station Wagon/Sport Utility Vehicle,,,,,
9/11/2021,14:00,72 STREET,41 AVENUE,,0,6,0,0,0,0,0,0,4455860,Station Wagon/Sport Utility Vehicle,,,,,
8/29/2021,0:12,VICTORY BOULEVARD,HARVEY AVENUE,,1,8,0,0,0,0,1,0,4456782,Motorcycle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,23:48,FLATBUSH AVENUE,AVENUE O,,0,7,0,0,0,0,0,0,4455949,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,1:45,18 AVENUE,COLLEGE POINT BOULEVARD,,0,4,0,0,0,0,0,0,4456097,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,17:13,,,1851      ADEE AVENUE,0,0,0,0,0,0,0,0,4456623,Sedan,,,,,
9/9/2021,11:39,86 STREET,103 AVENUE,,0,6,0,0,0,0,0,0,4456775,Sedan,Station Wagon/Sport Utility Vehicle,,,,
7/6/2021,19:00,,,1908      PROSPECT AVENUE,0,1,0,0,0,0,0,0,4456664,Sedan,,,,,
9/11/2021,17:19,146 STREET,,,0,9,0,0,0,0,0,0,4456370,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
7/6/2021,18:00,,,133       MILTON STREET,0,7,0,0,0,0,0,0,4456567,Sedan,,,,,
7/5/2021,17:20,ELTON STREET,JAMAICA AVENUE,,0,3,0,0,0,0,0,0,4456628,E-Bike,,,,,
9/11/2021,9:10,DUNLOP AVENUE,,,0,5,0,0,0,0,0,0,4456844,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
9/11/2021,21:45,AVENUE P,CONEY ISLAND AVENUE,,0,4,0,0,0,0,0,0,4455985,Sedan,,,,,
7/9/2021,6:51,SUTTER AVENUE,SHERIDAN AVENUE,,1,6,1,0,0,0,0,0,4456655,Sedan,,,,,
9/11/2021,21:00,LEXINGTON AVENUE,EAST 42 STREET,,1,4,0,0,0,0,1,0,4456058,Station Wagon/Sport Utility Vehicle,Bus,,,,
7/8/2021,14:30,,,1         ORCHARD BEACH ROAD,1,9,0,0,0,0,1,0,4456600,Sedan,Sedan,,,,
9/11/2021,18:38,,,70-31     108 STREET,0,9,0,0,0,0,0,0,4455907,Sedan,Sedan,,,,
9/11/2021,15:28,,,90        PALADINO AVENUE,0,9,0,0,0,0,0,0,4456549,Station Wagon/Sport Utility Vehicle,,,,,
9/5/2021,16:40,62 STREET,,,0,2,0,0,0,0,0,0,4456897,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
9/11/2021,5:26,WEST GUN HILL ROAD,,,1,1,0,0,0,0,1,0,4456407,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
9/11/2021,12:30,,,4526      BRONX BOULEVARD,0,9,0,0,0,0,0,0,4456480,Sedan,,,,,
9/10/2021,12:10,UNION TURNPIKE,181 STREET,,0,10,0,0,0,0,0,0,4456829,Motorcycle,Sedan,,,,
6/26/2021,10:30,,,31-29     DWIGHT AVENUE,0,9,0,0,0,0,0,0,4456660,Station Wagon/Sport Utility Vehicle,Sedan,,,,
7/1/2021,21:00,JEROME AVENUE,,,0,6,0,0,0,0,0,0,4456715,Sedan,Sedan,,,,
4/16/2021,17:55,BROADWAY,CONWAY STREET,,0,10,0,0,0,0,0,0,4408080,Sedan,,,,,
9/11/2021,13:10,,,129       EAST 123 STREET,0,0,0,0,0,0,0,0,4456543,Taxi,Station Wagon/Sport Utility Vehicle,,,,
7/4/2021,0:58,,,145       JAVA STREET,1,3,1,0,0,0,0,0,4456592,Sedan,,,,,
9/11/2021,2:38,,,111-48    VANWYCK EXPRESSWAY,1,7,1,0,0,0,0,0,4456140,Station Wagon/Sport Utility Vehicle,,,,,
7/4/2021,21:00,FRANKLIN STREET,INDIA STREET,,1,8,0,0,1,0,0,0,4456577,Sedan,E-Bike,,,,
9/11/2021,18:00,LINDEN BOULEVARD,EAST 91 STREET,,1,8,0,0,0,0,1,0,4456200,Sedan,Sedan,,,,
7/2/2021,16:45,,,57-07     SHORE FRONT PARKWAY,0,0,0,0,0,0,0,0,4456687,Sedan,Sedan,,,,
9/11/2021,15:10,EAST 22 STREET,,,0,8,0,0,0,0,0,0,4456076,Bike,Sedan,,,,
7/3/2021,10:18,DEERFIELD ROAD,BEACH 29 STREET,,1,2,0,0,0,0,1,0,4456692,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,14:40,HAMILTON AVENUE,COURT STREET,,2,2,0,0,0,0,2,0,4456921,Sedan,Sedan,,,,
9/11/2021,2:00,CROSS BRONX EXPY,,,0,10,0,0,0,0,0,0,4456350,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,
9/11/2021,23:00,HASTINGS STREET,,,0,8,0,0,0,0,0,0,4456751,Sedan,,,,,
7/4/2021,8:00,,,851       NOBLE AVENUE,0,9,0,0,0,0,0,0,4456619,Sedan,,,,,
9/11/2021,15:30,,,2014      WEST 4 STREET,0,1,0,0,0,0,0,0,4456001,Station Wagon/Sport Utility Vehicle,,,,,
9/11/2021,14:30,,,84-22     91 STREET,0,5,0,0,0,0,0,0,4456560,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,6:00,,,4203      ONEIDA AVENUE,0,1,0,0,0,0,0,0,4456632,Sedan,Sedan,,,,
8/11/2021,0:01,105 AVENUE,,,0,7,0,0,0,0,0,0,4456853,Sedan,,,,,
9/11/2021,9:30,BROOKLYN QUEENS EXPRESSWAY,,,0,3,0,0,0,0,0,0,4456250,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,16:40,JEFFERSON STREET,,,0,2,0,0,0,0,0,0,4456750,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,18:05,WHITESTONE EXPRESSWAY,,,0,3,0,0,0,0,0,0,4456089,Sedan,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,2:00,SHEPHERD AVENUE,GLENMORE AVENUE,,0,1,0,0,0,0,0,0,4456279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
9/7/2021,8:03,,,331       BAY STREET,1,6,0,0,1,0,0,0,4456768,E-Bike,Sedan,,,,
9/11/2021,13:53,,,77-00     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,4456183,Sedan,Sedan,,,,
7/8/2021,11:50,BRADLEY AVENUE,NORTH GANNON AVENUE,,2,8,0,0,0,0,2,0,4456582,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,14:00,,,2505      RICHMOND AVENUE,0,6,0,0,0,0,0,0,4456789,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,7:09,BEDFORD AVENUE,AVENUE U,,1,2,0,0,0,0,1,0,4455757,Sedan,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,15:40,,,1871      PARK AVENUE,0,0,0,0,0,0,0,0,4456604,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/7/2021,3:00,ROOSEVELT AVENUE,89 STREET,,1,0,0,0,0,0,1,0,4457032,Sedan,,,,,
7/5/2021,6:00,BAISLEY BOULEVARD,119 ROAD,,0,0,0,0,0,0,0,0,4456651,Sedan,Sedan,,,,
9/11/2021,10:48,BRONX RIVER PARKWAY RAMP,,,1,0,0,0,0,0,1,0,4456045,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/10/2021,19:15,STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,4456537,Sedan,,,,,
7/6/2021,9:37,CLEARVIEW EXPRESSWAY,,,2,0,0,0,0,0,2,0,4456646,Box Truck,Box Truck,,,,
7/1/2021,15:30,RICHMOND AVENUE,YUKON AVENUE,,0,0,0,0,0,0,0,0,4456631,Sedan,,,,,
7/7/2021,18:04,ARNOW PLACE,WESTCHESTER AVENUE,,1,0,0,0,0,0,1,0,4456572,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/8/2021,17:40,,,65        BAYARD STREET,0,0,0,0,0,0,0,0,4456851,Box Truck,Sedan,Sedan,,,
9/11/2021,7:33,BEDFORD AVENUE,AVENUE P,,1,0,0,0,0,0,1,0,4455822,Station Wagon/Sport Utility Vehicle,Taxi,,,,
7/8/2021,11:50,BUSHWICK AVENUE,EASTERN PARKWAY,,1,0,0,0,0,0,1,0,4456587,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,8:00,BAY RIDGE PARKWAY,NEW UTRECHT AVENUE,,0,0,0,0,0,0,0,0,4455993,Ambulance,Bike,,,,
9/8/2021,8:43,WEST 140 STREET,AMSTERDAM AVENUE,,1,0,1,0,0,0,0,0,4456721,Sedan,,,,,
9/11/2021,23:00,,,108-10    48 AVENUE,0,0,0,0,0,0,0,0,4456186,Sedan,,,,,
9/9/2021,12:00,GRAND CENTRAL PARKWAY,UTOPIA PARKWAY,,1,0,0,0,0,0,1,0,4456819,Motorcycle,,,,,
7/7/2021,17:13,LINDEN BOULEVARD,BEDELL STREET,,1,0,0,0,0,0,0,0,4456609,Station Wagon/Sport Utility Vehicle,E-Bike,,,,
9/11/2021,18:03,EAST 179 STREET,WASHINGTON AVENUE,,2,0,0,0,0,0,2,0,4456078,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/9/2021,17:00,,,85-01     ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,4456529,Sedan,,,,,
9/8/2021,18:13,,,415       WEST 127 STREET,0,0,0,0,0,0,0,0,4456726,Taxi,,,,,
9/11/2021,20:50,,,145-26    158 STREET,0,0,0,0,0,0,0,0,4456558,Station Wagon/Sport Utility Vehicle,,,,,
7/5/2021,0:16,EDGEMERE AVENUE,BEACH 41 STREET,,0,0,0,0,0,0,0,0,4456705,Sedan,,,,,
9/11/2021,18:21,VERRAZANO BRIDGE LOWER,,,0,0,0,0,0,0,0,0,4456123,Sedan,Sedan,,,,
6/29/2021,16:26,BEACH 9 STREET,SEAGIRT BOULEVARD,,0,0,0,0,0,0,0,0,4456673,Station Wagon/Sport Utility Vehicle,,,,,
7/9/2021,3:52,HENRY HUDSON PARKWAY RAMP,,,0,0,0,0,0,0,0,0,4456641,Sedan,,,,,
7/8/2021,8:50,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,4456599,Tow Truck / Wrecker,Sedan,,,,
7/9/2021,10:38,ROCKAWAY PARKWAY,AVENUE L,,1,0,1,0,0,0,0,0,4456688,Sedan,,,,,
9/11/2021,17:45,BROOKVILLE BOULEVARD,133 AVENUE,,0,0,0,0,0,0,0,0,4455904,Sedan,Tow Truck / Wrecker,,,,
9/11/2021,1:30,,,1523      UNDERCLIFF AVENUE,0,0,0,0,0,0,0,0,4455927,Dump,Sedan,,,,
9/11/2021,2:00,EAST 16 STREET,QUENTIN ROAD,,1,0,1,0,0,0,0,0,4456395,,,,,,
9/11/2021,17:08,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,4456745,Sedan,Sedan,,,,
