Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
DM8472002C,230048284,Takoma Park Police Depart,Injury Crash,8/7/2023 17:26,OTHER,968A2B60-034C-49E3-8D92-44104ECA61C9,No,NO APPARENT INJURY,"RAIN, SNOW, WET",DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,A99C767B-30E2-4905-93D8-B2D089A6FE18,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2006,GMC
MCP9432003X,230054882,Montgomery County Police,Property Damage Crash,9/14/2023 16:20,SAME DIRECTION RIGHT TURN,B63E48EB-CCF2-4276-8FE8-0BB360DBDF3E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,76458B0D-C056-40AE-A544-E126B60C8BD4,SUPERFICIAL,THREE OCLOCK,TRANSIT BUS,MAKING RIGHT TURN,East,30,2012,GILL
MCP2000001R,230060604,Montgomery County Police,Property Damage Crash,10/15/2023 1:34,SAME DIR REAR END,154450B5-5E0A-463F-9539-C66C86EB4F58,Yes,NO APPARENT INJURY,"N/A, WET",EATING OR DRINKING,MD,1D9F59A0-27E1-4630-A3A9-8E35004FAF7A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,2015,NISSAN
MCP2881005M,230046785,Montgomery County Police,Injury Crash,7/29/2023 11:50,ANGLE MEETS RIGHT TURN,E56C5000-C1A6-4EB2-8481-BC0CB2490A80,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E14E8829-0A3F-40E3-927C-71EE94E5254C,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,20,2014,VOLK
MCP3330001K,230065103,Montgomery County Police,Injury Crash,11/8/2023 11:02,SAME DIRECTION SIDESWIPE,2E3B944D-68D5-4501-8652-0E9E5FF59010,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,60740A07-2412-4C53-B6E1-4A40A3098886,SUPERFICIAL,FOUR OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",CHANGING LANES,South,35,1993,INTERNATIONAL
MCP28980046,230058555,Montgomery County Police,Injury Crash,10/4/2023 18:23,STRAIGHT MOVEMENT ANGLE,54BA7FAC-67BC-43B4-B247-F7D0912145D5,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B726ABE1-9D34-4968-8A49-C931B1C83C43,SUPERFICIAL,ONE OCLOCK,SNOWMOBILE,MAKING RIGHT TURN,East,30,2017,HYUN
MCP302600BY,230065333,Montgomery County Police,Property Damage Crash,11/9/2023 11:14,OTHER,C7E8D132-A69C-4A60-A02B-F46ED07E04EB,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6F3501ED-EC34-4139-BFD4-98D035A998CD,NO DAMAGE,SIX OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",BACKING,East,15,2014,MACK
MCP2686006S,230071736,Montgomery County Police,Property Damage Crash,12/14/2023 15:04,SAME DIRECTION SIDESWIPE,6FB1334C-AA12-48CC-A87B-06F5C1F71018,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C6EBD187-3911-4E01-8651-CDB0EE382DFA,UNKNOWN,TWO OCLOCK,,MOVING CONSTANT SPEED,East,35,0,UNKNOWN
MCP32090046,230033302,Montgomery County Police,Injury Crash,7/13/2023 0:26,HEAD ON LEFT TURN,FAAF1683-B6C1-4320-BB33-2A09F8B7F782,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,DC,511D496A-211D-4BF4-9123-AC5A5AF1E2BA,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,55,2017,TOYOTA
MCP26870046,230060477,Montgomery County Police,Property Damage Crash,10/14/2023 12:29,SAME DIRECTION SIDESWIPE,028B198C-33D3-4680-9744-5337DB9BE56E,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6B58105F-4297-4B16-9271-EF0818F2F013,SUPERFICIAL,EIGHT OCLOCK,TRANSIT BUS,PARKED,,25,2022,NEW FLYER
MCP3309000R,220016828,Montgomery County Police,Property Damage Crash,4/20/2022 17:05,UNKNOWN,F4267C83-6DCE-46A1-8FEA-61FE4796C3F2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,2AA43417-43E1-44F6-9FC0-38CE0E0A3B3C,UNKNOWN,UNKNOWN,,PARKED,,0,0,UNKNOWN
MCP2345000T,220056330,Montgomery County Police,Property Damage Crash,12/20/2022 0:00,OTHER,0815D5E8-E54A-4DFB-A668-B8966A5C2D43,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,FFAF53F5-0DE8-4431-93CF-B1C7F859CBB1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2022,LEXUS
MCP2286005B,230049262,Montgomery County Police,Injury Crash,8/13/2023 15:15,SAME DIR REAR END,28BF5301-EBAC-4C09-AFB7-5023B3121F44,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,101C06FE-606B-4E76-9464-8256CCEF1A4B,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,South,40,2009,HONDA
MCP913000GW,230058038,Montgomery County Police,Property Damage Crash,10/2/2023 12:11,STRAIGHT MOVEMENT ANGLE,0519CDD5-1E01-4F37-9717-8690C874F68F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,9FD98437-FDA4-4A3B-B6F3-B865682A2C88,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,1997,MERCEDES
MCP2671003K,230056367,Montgomery County Police,Property Damage Crash,9/22/2023 19:30,SAME DIR REAR END,6EFAE66E-0A20-4AB8-A1B7-75E3DB0E29A1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,01C90E09-1E50-4B5F-B12B-BC3A97E065B7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,30,2018,HONDA
MCP3201004C,230035036,Montgomery County Police,Property Damage Crash,7/23/2023 12:10,STRAIGHT MOVEMENT ANGLE,637D8107-0381-4B8D-848A-B4A93B4D53CE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,4406AA84-07F8-45F4-88A2-09AD89AC9AAF,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,40,2016,KIA
MCP21210031,230070402,Montgomery County Police,Property Damage Crash,12/7/2023 12:53,STRAIGHT MOVEMENT ANGLE,B2111EB0-8BC6-455C-9E4B-8939905FBB57,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3887FEBA-0EBA-4FB9-A66D-0E9070B6B750,DESTROYED,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,30,2022,ACURA
MCP291400F6,230059993,Montgomery County Police,Injury Crash,10/12/2023 3:40,SINGLE VEHICLE,2A7C0419-CC15-48CB-89D1-58323607D6A4,Yes,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,FA20C13B-CCF7-4CD5-9AC2-094BBE6C1E23,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,NEGOTIATING A CURVE,North,35,2022,CHEVY
MCP12130083,230052519,Montgomery County Police,Injury Crash,8/31/2023 21:44,STRAIGHT MOVEMENT ANGLE,E9896E6F-A53A-4DB7-8C50-9D48E0198300,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,XX,3FC0F54D-F3E6-4494-91BA-BB054A7DF9BF,DISABLING,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,2012,TOYOTA
MCP31920042,230047509,Montgomery County Police,Property Damage Crash,8/2/2023 18:26,SAME DIR REAR END,65142CE6-90D5-49D2-9BFF-8C6B73C83C67,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,4BA0B54A-9B89-41A6-961E-0DFE018608B9,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2008,INFI
MCP31920045,230052269,Montgomery County Police,Injury Crash,8/30/2023 16:32,SAME DIR REAR END,1F335B15-02F3-47CB-939C-48A00AAF8603,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BB1C5178-C380-4085-8ABC-80FEFBB050BD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,2017,VOLK
MCP3154000L,180048713,Montgomery County Police,Injury Crash,9/29/2018 15:37,STRAIGHT MOVEMENT ANGLE,39F9F93E-5E80-48FA-8157-D6E3EA5FE803,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,40393052-84AE-4148-B719-97313EE0A0D3,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,45,2006,HONDA
MCP209400HS,210041754,Montgomery County Police,Injury Crash,10/18/2021 8:55,HEAD ON LEFT TURN,6B3F5C08-EC8A-4952-9950-277F181E91A3,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,B4BF00A4-97B5-4E66-A5E7-92EF26032DC8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,2008,TOYOTA
MCP13780153,230046613,Montgomery County Police,Property Damage Crash,7/28/2023 10:48,SAME DIR REAR END,3D849AF2-2175-469D-8C6A-F85042D7C6A4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,61AC61FB-9A40-4129-B94B-3940B30C10B7,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,2022,HYUN
MCP2552006C,230049632,Montgomery County Police,Injury Crash,8/15/2023 18:21,HEAD ON LEFT TURN,2B2CDB84-49EC-4D79-8709-7D6B9FA806FA,Yes,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,AD24EADB-083C-49FC-AC35-20BF93AA7FC4,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,2018,TOYOTA
MCP2946005R,230048868,Montgomery County Police,Injury Crash,8/11/2023 8:26,STRAIGHT MOVEMENT ANGLE,F26089DC-86FC-4939-B29C-6327399A001F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6E3DE8EA-3D30-48D4-8D18-521D446E9311,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,2012,HYUNDAI
MCP30530070,230067971,Montgomery County Police,Injury Crash,11/27/2023 17:01,SAME DIRECTION LEFT TURN,FF412C84-0936-481F-BDDC-1261D2818466,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,774F094A-434F-4335-8B6B-875A0E235688,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2013,SUBA
MCP2586006P,230056541,Montgomery County Police,Property Damage Crash,9/23/2023 20:52,STRAIGHT MOVEMENT ANGLE,4928EFC1-5AE8-48F1-9D77-AAA94B2D254D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,26F830D1-588C-42BA-8633-83FB1E51AA42,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2018,HYUNDAI
MCP3123006F,230064035,Montgomery County Police,Property Damage Crash,11/2/2023 17:40,SAME DIR REAR END,8BDFFD46-CCD1-4823-A22F-0F68037D7638,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,DC,DDD8D08B-A270-4A15-8C4E-DB8C8909CFD2,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,2013,MAZDA
EJ7895004C,230054455,Gaithersburg Police Depar,Property Damage Crash,9/12/2023 13:30,STRAIGHT MOVEMENT ANGLE,A8262995-FBF5-45E4-A07C-B31A126CD24A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A568A906-80A5-4E27-973B-964F16FC95A8,DISABLING,TEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,35,2019,NISSAN
MCP3197003V,230070260,Montgomery County Police,Property Damage Crash,12/6/2023 17:53,SAME DIRECTION SIDESWIPE,1B5BFF16-7668-40C3-9B7D-ECBF14E2E8C8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C5ADFE06-1E25-4135-8F3B-27715D2F0714,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35,2017,FORD
MCP9428001Q,180004892,Montgomery County Police,Property Damage Crash,1/29/2018 8:35,SAME DIR REAR END,E8EA05DC-E846-40E6-8607-60EAD7950B97,Yes,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",OTHER DISTRACTION,WV,B8FEEA63-0560-47C5-B1B3-F6C715473578,FUNCTIONAL,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,SLOWING OR STOPPING,South,55,2014,CHEVROLET
DD5652003K,230050900,Rockville Police Departme,Property Damage Crash,8/23/2023 13:35,SAME DIR REAR END,76ABB18B-EDE9-4AF4-AA50-BBFDEBA1EA63,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C8E729E8-A519-415F-83B7-F900FCCDC988,SUPERFICIAL,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,East,30,2019,FORD
MCP1554003L,180049283,Montgomery County Police,Property Damage Crash,10/2/2018 16:58,SAME DIR REAR END,A3728EBF-219B-4F81-A68D-718D2D851B39,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0C426D58-C777-479C-B360-69E0406E51A5,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,2018,HYUN
MCP2905005R,230052646,Montgomery County Police,Injury Crash,9/1/2023 13:48,STRAIGHT MOVEMENT ANGLE,E5152494-6DE3-49C5-9F77-7100923E7041,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E13EF17F-97FD-4D1F-995A-61477D6F2E59,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2022,TOYT
MCP24370054,230054891,Montgomery County Police,Injury Crash,9/14/2023 17:18,HEAD ON LEFT TURN,660C981A-BEA9-4A5A-AB3B-9B63759B68E9,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,472FD044-8F25-4D20-B182-703956EA8F53,DISABLING,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,East,40,2008,MERCEDES
MCP3279002T,230064771,Montgomery County Police,Injury Crash,11/6/2023 18:30,SINGLE VEHICLE,DADB9E9A-E9DE-4909-AD5D-F0E9A6F50003,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,155FCC3E-3EEC-4C14-B885-EC00B329E5E4,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,30,2011,CHEVROLET
MCP33530020,230070231,Montgomery County Police,Property Damage Crash,12/6/2023 15:15,SAME DIRECTION SIDESWIPE,125DA1E1-C33D-4E66-853E-7AFE9887949E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B1670BF7-8A4C-43A3-A9B2-58F004AF6364,FUNCTIONAL,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2017,TOYOTA
MCP2978000Q,15049232,MONTGOMERY,Injury Crash,9/28/2015 19:07,HEAD ON LEFT TURN,E0B80169-F6B6-4BB1-97E3-96DF86C6F039,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B8E00C4D-9947-465C-BB9E-FF417E13AFE8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2010,TOYOTA
DM8499001S,230027796,Takoma Park Police Depart,Property Damage Crash,6/9/2023 16:34,SAME DIR REAR END,EE08E282-8B50-4043-A967-75DFF3058886,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,403D6E95-274F-4259-8274-691E3AE84F0F,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,25,2018,TOYOTA
MCP2674004J,230064598,Montgomery County Police,Property Damage Crash,11/5/2023 21:07,SINGLE VEHICLE,59A2A81B-B4F7-4FCE-B8C4-A2EC656A177D,No,NO APPARENT INJURY,"ANIMAL, N/A",NOT DISTRACTED,MD,3CD099CA-F5FF-4174-B184-02BCF2C89934,FUNCTIONAL,ONE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,South,40,2019,DODGE
MCP32200043,230049659,Montgomery County Police,Injury Crash,8/15/2023 20:44,HEAD ON,C4851A67-C9E8-49FC-8C76-DA5F80E5A3DF,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,A152CFB4-D1CF-4B48-96A4-89A1242274CE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2013,GMC
MCP23390095,230074166,Montgomery County Police,Property Damage Crash,12/29/2023 14:19,SAME DIRECTION SIDESWIPE,662370D2-065E-4F6B-A91C-7E5189A4C09A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,F9B07C3B-2CA0-461E-B52F-92CD089977C8,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,2017,HYUNDAI
MCP136600CH,230063520,Montgomery County Police,Property Damage Crash,10/31/2023 7:08,SAME DIR REAR END,87B623ED-E310-47C1-B3D6-97F6F962483D,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,085D0410-0595-4370-9DA3-F8005E6AED17,FUNCTIONAL,TWELVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,35,2013,THOM
EJ78890044,230049497,Gaithersburg Police Depar,Property Damage Crash,8/14/2023 22:10,OTHER,D757958B-7C2E-4C95-8AC3-D4C558EE542F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,71C301DC-6489-463E-B74B-EA230EC403B7,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,2022,TOYT
MCP2456007V,230056228,Montgomery County Police,Property Damage Crash,9/22/2023 7:30,HEAD ON,407517ED-5FCF-4304-A525-0C27E338C03D,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,1B1396B0-81E1-48D1-94B3-A49AE8CE0331,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,20,2007,TOYOTA
MCP2760004B,230061513,Montgomery County Police,Property Damage Crash,10/19/2023 19:22,HEAD ON,4E2AC9A6-54E1-405E-B677-4E9FB263559B,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,A22F462A-8895-41F2-8890-6BDE9378296B,DISABLING,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,South,30,2023,FORD
DD56100088,230049781,Rockville Police Departme,Property Damage Crash,8/16/2023 14:47,OTHER,6B640EF4-217B-4EDD-8CC1-05CB8512E5E4,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,CBDC3C90-1206-4FB0-9B20-88CEC3548E37,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,5,2007,TOYOTA
MCP31630063,230058588,Montgomery County Police,Property Damage Crash,10/4/2023 20:39,SAME DIRECTION SIDESWIPE,95A4E16A-FC35-42A6-9594-85C917A8CEBA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6D4D9F1B-F3A4-4268-BFA7-BB03AFCE3AAF,SUPERFICIAL,TWO OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,East,35,2014,NABI
MCP3330001Q,230068596,Montgomery County Police,Property Damage Crash,11/27/2023 18:55,SAME DIR REAR END,3759D5BF-A1E3-49D6-AF0E-418A1474752B,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,CF277439-C1AF-4ABB-8DC4-3E6FFD0B3ED1,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,2019,SUBARU
MCP2641003C,230055554,Montgomery County Police,Property Damage Crash,9/18/2023 13:55,SINGLE VEHICLE,15DE33FC-7BA2-4125-91AC-5C5B98F4F64D,Yes,NO APPARENT INJURY,N/A,BY MOVING OBJECT IN VEHICLE,MD,5F916D4A-FBA0-4BE6-A3AA-B82E214090B2,DESTROYED,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2007,TOYOTA
MCP3129007Q,230052964,Montgomery County Police,Property Damage Crash,9/3/2023 14:14,SAME DIRECTION SIDESWIPE,88D5802A-6A52-4DC1-803C-E3ED255B3C99,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,0BB38264-6B37-463F-9A9A-FAED73C212DD,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,5,2014,ALTIMA
MCP2948006K,230060892,Montgomery County Police,Property Damage Crash,10/16/2023 16:11,SAME DIRECTION SIDESWIPE,A04A4F00-B23A-4A2F-93CA-D9D1B2ADF3DC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FC4D81A2-54DD-4E3B-A5E9-10FB311EA41B,NO DAMAGE,TWO OCLOCK,AMBULANCE/NON EMERGENCY,MAKING LEFT TURN,South,30,2018,FRHT
EJ7858008J,230068862,Gaithersburg Police Depar,Property Damage Crash,11/29/2023 9:25,OTHER,2B1C4FAE-49F8-4202-9D02-BFDE9A201101,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2F33CE88-51E3-4C2D-A074-7DF377456879,SUPERFICIAL,TWELVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,West,25,2017,THOM
MCP2908000W,15021695,Montgomery County Police,Property Damage Crash,5/7/2015 10:57,OTHER,23412482-B02F-4481-8E8B-16046D517531,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,KY,449D56E4-0CAB-40FF-B23D-E56F6D8446DC,DISABLING,ONE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,45,1999,DODGE
MCP0617005N,230068476,Montgomery County Police,Property Damage Crash,11/27/2023 9:30,SINGLE VEHICLE,3918E9D8-E582-487A-8D5A-198B1E459354,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,073E4E62-7DB0-4BE6-809E-87F957ACC9F1,DISABLING,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2007,HOND
DM84930029,230069466,Takoma Park Police Depart,Property Damage Crash,12/2/2023 12:06,SAME DIRECTION SIDESWIPE,B5C15B49-8CC1-408A-8FD7-416A16178C83,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,,2D9FCA6A-D4E4-4AF8-B601-DE6AC927F1B0,SUPERFICIAL,TWELVE OCLOCK,VAN,PARKING,East,15,2005,CHEVROLET
EJ7843000H,230062275,Gaithersburg Police Depar,Injury Crash,10/24/2023 10:00,STRAIGHT MOVEMENT ANGLE,A77D5F65-63D3-47BB-B8A4-692BB93F7DBF,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,EE38E1B4-0FC7-48E7-BA07-681E8D2DBAEF,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,25,2008,ACURA
MCP3091004B,230066255,Montgomery County Police,Property Damage Crash,11/14/2023 11:57,SAME DIRECTION LEFT TURN,BBA9F1E5-FA95-4F75-8556-3CC00D45C44A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,647E47A0-73D8-437C-AFFE-6FC18732C1BC,SUPERFICIAL,NINE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,2009,HONDA
MCP3305002D,230034989,Montgomery County Police,Property Damage Crash,7/23/2023 0:43,SAME DIR REAR END,C9D1B4BB-023A-460C-88B9-D6A30C3218F2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,4F0B8EE9-624A-4782-8D14-BDA669F5D51D,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,2022,HONDA
MCP3305002M,230060908,Montgomery County Police,Property Damage Crash,10/17/2023 5:40,STRAIGHT MOVEMENT ANGLE,9B28A2C7-5469-48F5-A829-22B3FD441E02,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,XX,6F3F4F81-2359-4C4A-B287-BF1A19E28A40,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2005,CHEVY
MCP20770053,230046890,Montgomery County Police,Property Damage Crash,7/29/2023 23:36,SAME DIR REAR END,073461C2-9242-4F10-916A-EFDEE223F4EA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,794B7881-94D2-4512-B999-E3391B4850EB,UNKNOWN,TWELVE OCLOCK,PICKUP TRUCK,UNKNOWN,North,35,2008,TOYOTA
MCP1213008W,230071538,Montgomery County Police,Injury Crash,12/13/2023 16:35,HEAD ON LEFT TURN,CB3AAAE5-2775-4836-8666-0B7320ABD67B,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,XX,A7029F68-13B2-46C2-9B63-9FD99F6BBF5D,DESTROYED,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,30,2011,ACUR
DD5612004L,230065953,Rockville Police Departme,Property Damage Crash,11/12/2023 16:06,SINGLE VEHICLE,3CCA4661-036B-446E-AB73-EC8CC5824563,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,831491C9-B192-4CF1-8485-53D397E27BCC,DISABLING,ONE OCLOCK,PASSENGER CAR,ACCELERATING,West,30,2019,HONDA
DD56100088,230049781,Rockville Police Departme,Property Damage Crash,8/16/2023 14:47,OTHER,247BB223-FA3C-414E-AA01-4F1332154B7E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EFBCA0BC-268D-4E30-A26D-1441D701BE93,FUNCTIONAL,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,10,2016,TOYT
MCP3245004L,23066100,Montgomery County Police,Injury Crash,11/13/2023 14:53,SAME DIRECTION LEFT TURN,BAA7C04B-2CDC-45CF-97EF-78DF3F0B541D,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,BE4AC906-6BF7-458F-8317-CD5918436F41,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,2019,KIA
MCP20390091,230056633,Montgomery County Police,Property Damage Crash,9/24/2023 14:14,SAME DIR REAR END,AA05E61F-E788-46B2-B76A-A7C776D25387,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,12B3E9CE-9A0A-49A2-8B5C-DA9A68DAAD82,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,2006,VOLKSWA
